ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup		Name	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
371	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Growth_of_moose_populations_-_elimination_of_plants	1	1	1	1	1	3	2	NA	NA	NA	6	1	2	1	4	World	Temperate	High
372	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Changed_dynamics_of_forest_animal_populations	3	2	2	3	3	1	2	NA	NA	NA	6	1	3	4	4	World	Temperate	High
373	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Increasing_gap_dynamics	1	1	1	1	1	3	2	NA	NA	NA	6	1	4	3	4	World	Temperate	High
374	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Excessive_mire_areas	2	2	3	3	3	1	2	NA	NA	NA	6	1	2	3	4	World	Temperate	High
375	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.2	Disturbance_processes	Shortened_fire_cycle	2	3	2	2	3	2	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
376	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_of_wood_species_-_changed_cycles	3	3	4	3	4	2	1	NA	NA	NA	7	2	4	2	3	World	Temperate	High
377	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Change_of_forest_age_distribution_-_less_very_old_trees	3	3	4	3	4	2	1	NA	NA	NA	7	2	2	1	3	World	Temperate	High
378	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Dissociation_of_populations_-_gene_flow	3	3	4	1	4	2	1	NA	NA	NA	7	2	3	4	3	World	Temperate	High
379	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	4	3	3	4	4	2	1	NA	NA	NA	7	2	2	2	3	World	Temperate	High
380	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changed_frequency_and_intensity_of_floods	1	1	2	2	2	3	2	NA	NA	NA	7	2	3	2	3	World	Temperate	High
381	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Hydric_stress_of_forest_stands	2	2	2	1	2	3	2	NA	NA	NA	7	2	3	2	3	World	Temperate	High
382	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Remineralisation_-_loss_of_fertility	2	1	1	1	2	3	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
383	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(surface_and_underground_water)	3	3	4	3	4	1	2	NA	NA	NA	7	2	2	1	3	World	Temperate	High
384	RU-FCS	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species_(Vulnerable_species_extinction)	3	2	4	2	4	2	2	NA	NA	NA	8	2	3	3	2	World	Temperate	High
385	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Changed_nutrient_return_to_soil_(or_energy_flow?)	1	2	3	2	3	2	3	NA	NA	NA	8	2	2	2	2	World	Temperate	High
386	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Change_of_distribution_area/_area_of_available_habitats	1	2	3	1	3	3	2	NA	NA	NA	8	2	4	3	2	World	Temperate	High
387	RU-FCS	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Frequency_and_area_of_deadfall	1	3	4	1	3	3	2	NA	NA	NA	8	2	3	3	2	World	Temperate	High
388	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changed_water_regime	2	3	3	1	3	3	2	NA	NA	NA	8	2	3	2	2	World	Temperate	High
389	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitats_(reduced_habitat_diversity)	2	3	4	1	4	3	2	NA	NA	NA	9	3	3	3	1	World	Temperate	High
390	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_diversity_of_forest_ecosystem_	3	3	4	1	4	3	2	NA	NA	NA	9	3	2	3	1	World	Temperate	High
391	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Simplification_of_habitats_and_structural_complexity	3	4	4	1	4	3	2	NA	NA	NA	9	3	3	3	1	World	Temperate	High
392	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Disrupted_flood-pulse_dynamics	3	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	High
393	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermal_pollution_from_oil_palm_mills	1	1	1	1	1	2	2	NA	NA	NA	5	1	3	1	7	World	Tropics	High
394	MY-RSP	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Increased_tree_sapling_mortality	2	2	2	3	2	2	2	NA	NA	NA	6	1	1	1	6	World	Tropics	High
395	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Deteriorated_air_quality	1	1	1	3	1	2	3	NA	NA	NA	6	1	3	1	6	World	Tropics	High
396	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Decreased_forest_density	3	2	3	1	3	3	1	NA	NA	NA	7	2	3	1	5	World	Tropics	High
397	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	4	4	3	1	4	2	1	NA	NA	NA	7	2	3	1	5	World	Tropics	High
398	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Polluted_soils_(chemical)	2	2	2	1	2	3	2	NA	NA	NA	7	2	4	3	5	World	Tropics	High
399	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Drought_related_dieback	3	2	2	2	3	2	3	NA	NA	NA	8	2	4	3	4	World	Tropics	High
400	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(from_mills_&_plantations)	3	3	3	1	3	3	2	NA	NA	NA	8	2	3	3	4	World	Tropics	High
401	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Polluted_soils_(physical)	2	1	1	1	2	3	3	NA	NA	NA	8	2	3	1	4	World	Tropics	High
402	MY-RSP	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Concentration_&_intensification_of_animal_activities_(food_&_shelter)_on_remaining_habitats	3	2	4	1	4	3	2	NA	NA	NA	9	3	3	2	3	World	Tropics	High
403	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Degraded_riparian_zones	4	4	3	1	4	3	2	NA	NA	NA	9	3	3	1	3	World	Tropics	High
404	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Excessive_mineralisation_of_soils	2	2	2	1	2	3	4	NA	NA	NA	9	3	3	3	3	World	Tropics	High
405	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Artificial_water_retention_and_stagnation	2	3	2	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
406	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Disrupted_flow_of_ground-_and_surface_water	2	3	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
407	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Heating_up_of_water_temperature_in_water_courses	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
408	MY-RSP	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Reduced_food_quantity_and_quality_	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
409	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Humus_reduction_(Less_organic_matter_&_leaf_litter_(incl._carbon_&_nutrients))	3	2	2	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
410	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Siltation_of_waterways_and_swamps	2	3	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Tropics	High
411	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Loss_of_connectivity	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	1	3	World	Tropics	High
412	MY-RSP	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Population_fragmentation	3	2	3	1	3	3	3	NA	NA	NA	9	3	3	1	3	World	Tropics	High
413	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Simplification_of_habitats_and_structural_complexity_(homogenous_canopy_cover)	3	2	2	1	3	3	3	NA	NA	NA	9	3	3	1	3	World	Tropics	High
414	MY-RSP	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Fungal_infection_(e.g._Ganoderma)	3	3	4	1	4	3	3	NA	NA	NA	10	3	4	3	2	World	Tropics	High
415	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Reduced_soil_humidity	3	3	4	1	4	3	3	NA	NA	NA	10	3	4	2	2	World	Tropics	High
416	MY-RSP	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_biodiversity_and_functional_soil_biota	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
417	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Disrupted_cation-exchange	3	3	4	1	4	3	3	NA	NA	NA	10	3	4	2	2	World	Tropics	High
418	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Loss_of_soil_porosity	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
419	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Higher_humidity_fluctuations	3	3	3	1	3	3	4	NA	NA	NA	10	3	4	3	2	World	Tropics	High
420	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	More_extreme_soil_temperature_fluctuations	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
421	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Decreased_water_retention_capacity_in_soil_and_vegetation	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
422	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitat	3	4	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
423	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Changed_nutrient_return_to_soil	3	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
424	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Increased_sediment_loads_in_rivers	4	4	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
425	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Eutrophication	3	3	2	1	3	3	4	NA	NA	NA	10	3	3	1	2	World	Tropics	High
426	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_forest_area	3	4	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
427	MY-RSP	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	More_disturbance_tolerant_and_generalistic_species	4	3	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
428	MY-RSP	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	2	4	4	1	4	3	3	NA	NA	NA	10	3	3	2	2	World	Tropics	High
429	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Higher_temperature_fluctuations	3	3	3	1	3	3	4	NA	NA	NA	10	3	4	3	2	World	Tropics	High
430	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Peat_subsidence	1	3	4	1	3	3	4	NA	NA	NA	10	3	4	1	2	World	Tropics	High
431	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	3	4	4	2	4	3	3	NA	NA	NA	10	3	4	2	2	World	Tropics	High
432	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Accentuated_reduction_of_water_quantity_during_dry_season	1	3	4	1	3	3	4	NA	NA	NA	10	3	4	3	2	World	Tropics	High
433	MY-RSP	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Changes_in_phenology	3	2	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	World	Tropics	High
434	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Larger_forest_edges_exposed_to_harmful_edge_effects	4	3	4	1	4	3	4	NA	NA	NA	11	4	3	1	1	World	Tropics	High
435	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Changes_in_micro_climate	2	3	4	1	4	3	4	NA	NA	NA	11	4	4	3	1	World	Tropics	High
436	MY-RSP	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes	3	3	4	1	4	3	4	NA	NA	NA	11	4	3	1	1	World	Tropics	High
437	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Altered_geomorphological_structure	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	World	Tropics	High
438	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Altered_soil_structure	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	World	Tropics	High
439	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Loss_of_connectivity	NA	NA	NA	1	2	2	1	NA	NA	NA	5	1	4	1	7	World	Tropics	Medium
440	NA-MNY	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Decrease_of_wild_animals	NA	NA	NA	3	3	2	1	NA	NA	NA	6	1	2	1	6	World	Tropics	Medium
441	NA-MNY	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Changes_in_species_migratory_behaviour_(due_to_hunger)	NA	NA	NA	1	4	2	1	NA	NA	NA	7	2	4	2	5	World	Tropics	Medium
442	NA-MNY	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Changes_in_species_behaviour_(Wild_animals_come_to_villages)	NA	NA	NA	1	2	2	3	NA	NA	NA	7	2	2	1	5	World	Tropics	Medium
443	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.2	Disturbance_processes	Alteration_of_the_fire_cycle	NA	NA	NA	1	4	2	1	NA	NA	NA	7	2	4	2	5	World	Tropics	Medium
444	NA-MNY	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	General_decrease_of_water_resources	NA	NA	NA	1	1	2	4	NA	NA	NA	7	2	4	1	5	World	Tropics	Medium
445	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Seasonal_change_of_water_availability	NA	NA	NA	1	1	2	4	NA	NA	NA	7	2	4	1	5	World	Tropics	Medium
446	NA-MNY	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Migration_routes_disrupted/disturbed	NA	NA	NA	1	4	3	1	NA	NA	NA	8	2	4	1	4	World	Tropics	Medium
447	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	No_rain_>_fruit_will_not_grow	NA	NA	NA	1	3	2	3	NA	NA	NA	8	2	4	1	4	World	Tropics	Medium
448	NA-MNY	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Reduced_soil_humidity	NA	NA	NA	1	1	3	4	NA	NA	NA	8	2	4	1	4	World	Tropics	Medium
449	NA-MNY	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Changes_in_species_migratory_behaviour_(due_to_less_space)	NA	NA	NA	1	4	3	2	NA	NA	NA	9	3	2	1	3	World	Tropics	Medium
450	NA-MNY	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Animals_are_losing_weight_due_to_shortage_of_water	NA	NA	NA	1	3	2	4	NA	NA	NA	9	3	4	1	3	World	Tropics	Medium
451	NA-MNY	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	NA	NA	NA	1	2	3	4	NA	NA	NA	9	3	1	1	3	World	Tropics	Medium
452	NA-MNY	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Decreased_forest_density	NA	NA	NA	1	4	2	4	NA	NA	NA	10	3	3	1	2	World	Tropics	Medium
453	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_agricultural_production_	NA	NA	NA	1	3	3	4	NA	NA	NA	10	3	4	1	2	World	Tropics	Medium
454	NA-MNY	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_(trees_and_grasses)	NA	NA	NA	1	4	4	3	NA	NA	NA	11	4	4	1	1	World	Tropics	Medium
455	NA-GMU	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_grazing_area/land	NA	NA	NA	1	1	2	1	NA	NA	NA	4	1	1	1	7	World	Tropics	Medium
456	NA-GMU	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Shortage_of_water	NA	NA	NA	4	2	1	1	NA	NA	NA	4	1	4	4	7	World	Tropics	Medium
457	NA-GMU	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Changes_in_the_composition_of_grazing_grass	NA	NA	NA	1	2	2	1	NA	NA	NA	5	1	1	2	6	World	Tropics	Medium
458	NA-GMU	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Disturbance_of_wildlife	NA	NA	NA	4	2	2	1	NA	NA	NA	5	1	2	1	6	World	Tropics	Medium
459	NA-GMU	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Decreased_forest_density	NA	NA	NA	1	2	2	1	NA	NA	NA	5	1	1	2	6	World	Tropics	Medium
460	NA-GMU	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	NA	NA	NA	2	1	3	2	NA	NA	NA	6	1	3	4	5	World	Tropics	Medium
461	NA-GMU	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitat	NA	NA	NA	1	3	2	2	NA	NA	NA	7	2	3	2	4	World	Tropics	Medium
462	NA-GMU	Stress	1.3	Indirect_ecosystem_effect	1.3.2	Disturbance_processes	Alteration_of_the_fire_cycle	NA	NA	NA	4	4	2	1	NA	NA	NA	7	2	1	2	4	World	Tropics	Medium
463	NA-GMU	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_agricultural_production_	NA	NA	NA	2	1	3	4	NA	NA	NA	8	2	3	4	3	World	Tropics	Medium
464	NA-GMU	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Changes_in_the_seasonality	NA	NA	NA	1	3	3	3	NA	NA	NA	9	3	4	3	2	World	Tropics	Medium
465	NA-GMU	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	NA	NA	NA	2	4	3	4	NA	NA	NA	11	4	4	4	1	World	Tropics	Medium
466	BR-CPB	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Disturbance_of_wildlife	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	LatAm	Tropics	High
467	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_primary_production	1	3	2	2	2	2	1	NA	NA	NA	5	1	1	1	7	LatAm	Tropics	High
468	BR-CPB	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Loss_of_vegetation_cover	2	4	3	4	3	1	3	NA	NA	NA	7	2	2	1	6	LatAm	Tropics	High
469	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_forests	3	4	2	1	3	3	2	NA	NA	NA	8	2	2	1	5	LatAm	Tropics	High
470	BR-CPB	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_forest_area	3	3	4	4	4	2	2	NA	NA	NA	8	2	2	2	5	LatAm	Tropics	High
471	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Compacted_soils	1	2	1	1	2	3	3	NA	NA	NA	8	2	3	1	5	LatAm	Tropics	High
472	BR-CPB	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Siltation_of_rivers	1	4	3	2	3	3	2	NA	NA	NA	8	2	4	1	5	LatAm	Tropics	High
473	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Modification_of_river_courses	1	3	4	2	3	2	3	NA	NA	NA	8	2	3	1	5	LatAm	Tropics	High
474	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Disrupted_flow_of_water	1	3	4	2	3	2	3	NA	NA	NA	8	2	1	1	5	LatAm	Tropics	High
475	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.1	Marine_water_characteristics	Increase_of_sea_water_turbidity	1	2	1	1	2	3	3	NA	NA	NA	8	2	1	1	5	LatAm	Tropics	High
476	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowered_water_table	1	2	2	1	2	3	3	NA	NA	NA	8	2	2	3	5	LatAm	Tropics	High
477	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Low_groundwater_formation_rate	1	2	2	1	2	3	3	NA	NA	NA	8	2	2	2	5	LatAm	Tropics	High
478	BR-CPB	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_species_composition	1	2	1	2	2	3	4	NA	NA	NA	9	3	3	3	4	LatAm	Tropics	High
479	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_mangroves	2	3	3	1	3	3	3	NA	NA	NA	9	3	2	3	4	LatAm	Tropics	High
480	BR-CPB	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Coral_bleaching	2	1	1	2	2	3	4	NA	NA	NA	9	3	4	1	4	LatAm	Tropics	High
481	BR-CPB	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Decrease_of_genetic_diversity	1	4	4	1	4	2	3	NA	NA	NA	9	3	3	3	4	LatAm	Tropics	High
482	BR-CPB	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	3	4	4	1	4	2	3	NA	NA	NA	9	3	3	2	4	LatAm	Tropics	High
483	BR-CPB	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_mangrove_area	3	4	3	1	4	2	3	NA	NA	NA	9	3	3	2	4	LatAm	Tropics	High
484	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	1	4	4	2	4	3	2	NA	NA	NA	9	3	4	1	4	LatAm	Tropics	High
485	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water	1	2	3	2	3	2	4	NA	NA	NA	9	3	1	1	4	LatAm	Tropics	High
486	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Eutrophication	4	1	1	1	2	4	3	NA	NA	NA	9	3	1	1	4	LatAm	Tropics	High
487	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Reduction_of_freshwater_sources_(water_volume_in_rivers)	1	2	2	1	2	3	4	NA	NA	NA	9	3	2	2	4	LatAm	Tropics	High
488	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changes_of_hydric_balance	1	2	2	1	2	3	4	NA	NA	NA	9	3	2	2	4	LatAm	Tropics	High
489	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	1	2	2	1	2	3	4	NA	NA	NA	9	3	2	2	4	LatAm	Tropics	High
490	BR-CPB	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Bioaccumulation	3	4	3	1	4	3	3	NA	NA	NA	10	3	3	3	3	LatAm	Tropics	High
491	BR-CPB	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Changes_in_the_life_cycle_of_species	1	4	3	2	3	3	4	NA	NA	NA	10	3	3	3	3	LatAm	Tropics	High
492	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_coral_reefs	3	4	3	1	4	3	3	NA	NA	NA	10	3	2	3	3	LatAm	Tropics	High
493	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	3	2	2	1	3	4	3	NA	NA	NA	10	3	1	1	3	LatAm	Tropics	High
494	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changes_in_water_quality	3	2	2	1	3	3	4	NA	NA	NA	10	3	1	1	3	LatAm	Tropics	High
495	BR-CPB	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	2	3	3	2	3	3	4	NA	NA	NA	10	3	4	3	3	LatAm	Tropics	High
496	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Polluted_soils__	3	2	2	1	3	4	4	NA	NA	NA	11	4	3	1	2	LatAm	Tropics	High
497	BR-CPB	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Poor_infiltration	1	4	4	1	4	4	4	NA	NA	NA	12	4	3	1	1	LatAm	Tropics	High
